,CHP1_Electricity_Generation_(kW),CHP2_Electricity_Generation_(kW),CHP1_Heat_Output_(kW),CHP2_Heat_Output_(kW),Boiler_Heat_Output_(kW),Feels-Like Temperature Deg C,Wind Speed ms,Site_Electricity_Demand_(kW),Day ahead UK electricity price,Site_Heat_Demand_(kW),Import_Electricity_(kW),Export_Electricity_(kW)
2020-10-26 01:30:00,0.0,1487.65625,0.0,2343.75,1286.8217054263564,3.5,5.0,2288.9152194673366,19.095,3630.5717054263564,801.2589694673366,0.0
2020-10-26 02:00:00,0.0,1487.34375,0.0,2343.75,1348.8372093023256,3.5,4.3,2317.2461358893643,17.59,3692.5872093023254,829.9023858893643,0.0
2020-10-26 02:30:00,0.0,1487.1875,0.0,2343.75,1356.5891472868216,3.5,4.3,2345.7362147632016,17.59,3700.3391472868216,858.5487147632016,0.0
2020-10-26 03:00:00,0.0,1485.78125,0.0,2343.75,1426.3565891472867,2.9,4.9,2382.5027411311144,17.59,3770.1065891472867,896.7214911311144,0.0
2020-10-26 03:30:00,0.0,1485.625,0.0,2343.75,1488.3720930232557,2.9,4.9,2401.4430728964035,21.06,3832.1220930232557,915.8180728964035,0.0
2020-10-26 04:00:00,0.0,1485.625,0.0,2343.75,1418.6046511627908,2.7,4.5,2487.390796873342,24.53,3762.354651162791,1001.765796873342,0.0
2020-10-26 04:30:00,0.0,1486.25,0.0,2343.75,1418.6046511627908,2.7,4.5,2564.4254235489693,31.355,3762.354651162791,1078.1754235489693,0.0
2020-10-26 05:00:00,94.375,1486.40625,156.25,2343.75,1418.6046511627908,2.3,4.9,2612.969971350759,38.18,3918.604651162791,1032.188721350759,0.0
2020-10-26 05:30:00,175.3125,1485.9375,281.25,2343.75,1418.6046511627908,2.3,4.9,2647.1898984897257,40.52,4043.604651162791,985.9398984897257,0.0
2020-10-26 06:00:00,261.40625,1486.0937500000002,406.25000000000006,2343.75,1348.8372093023256,2.5,4.5,2706.3983305627276,42.86,4098.837209302325,958.8983305627273,0.0
2020-10-26 06:30:00,360.46875,1486.71875,531.25,2343.75,1279.0697674418604,2.5,4.5,2779.294733491317,43.885,4154.069767441861,932.107233491317,0.0
2020-10-26 07:00:00,440.31250000000006,1486.0937500000002,625.0,2343.75,1271.3178294573643,2.6,4.4,2850.4403494500057,44.91,4240.0678294573645,924.0340994500054,0.0
2020-10-26 07:30:00,518.75,1486.71875,718.75,2343.75,1232.5581395348836,2.6,4.4,2892.7775616312383,47.46,4295.058139534884,887.3088116312383,0.0
2020-10-26 08:00:00,614.0625,1487.4999999999998,843.75,2343.75,1162.7906976744187,2.8,5.4,2942.91373395112,50.01,4350.290697674419,841.3512339511199,0.0
2020-10-26 08:30:00,684.84375,1487.1875,906.2500000000001,2343.75,1093.0232558139535,2.8,5.4,3024.245746825594,51.305,4343.023255813953,852.2144968255939,0.0
2020-10-26 09:00:00,783.75,1487.0312500000002,1031.25,2343.75,1023.2558139534884,3.9,6.8,3038.888692392035,52.6,4398.2558139534885,768.107442392035,0.0
